job,location,company_name,work_type,job_details,days_since_post,min_applications,alumni_count,followers_count,min_employees,max_employees,job_type,experience_level
Lead Developer,"Pune, Maharashtra, India",EPAM Anywhere,Remote,"About the job We are looking for .NET developers with strong AWS/Azure or Angular/react. We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. Currently we are looking for a remote Lead Developer with .NET to join our global team. The customer is a Canadian-American multinational media conglomerate. The company was founded in Toronto, Ontario, Canada, where it is headquartered at the Bay Adelaide Centre. Responsibilities Maintaining high standards in implementing features within the teamEnd to end feature design preparation with business owners, estimation and commitment to deliverySprint planning activities, team performance monitoring, code reviews etc.Resolving critical issues and be able to work with different stakeholders to close out these critical issues Requirements Full stack knowledge is a must with experience in C#, .NET, JavaScript, TypeScript, and SQL. Preferably to have experience in AngularExperience as a Technical Lead in development of complex software systems that have successfully been delivered to customersExperience in communicating with users, other technical teams and senior management to collect requirements, describe software product features, technical designs and product strategyAppetite and enthusiasm to work with new technologiesObsession with quality, operational excellence, and customer experienceExperience and willingness to mentor more junior engineers and help them develop their skills and leadership abilitiesAt least 5 years of working experienceConfident English level (B2+) Nice to have Knowledge of Angular We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,450810.0,1001.0,5000.0,Full-time,Mid-Senior level
Senior Developer,"Chennai, Tamil Nadu, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. Currently, we are looking for a remote Senior Developer with Java / Javascript to join our team. Project description: Financial reporting capability for EPAM Building of Financial DWH as a part of big Enterprise Data landscape Creation of Financial reports with complicated security controls, and publishing on Power BI Service (cloud) Responsibilities Overview of the solution and exiting unit tests; understanding the functionalityPlan improvements to front-end part incl. fixing of current bugsSelf-tracking tasks and activities in JIRADEMO for Project Team and StakeholdersPrepare build for roll-out, update documentation in KB, coordinate roll-out to Support team Requirements 9+ years experience with JavaScript, React / Java, Spring Boot, JDBCUI/UX deep understandingEPAM UUI framework knowledge is a plusBack-end development is a big plusMS SQL Server, T-SQL is a plusGood communication skillsProficient English (written and spoken) B2+ Nice to have Experience with JDBCExperience with MS SQL.SQL We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,1,3.0,450812.0,1001.0,5000.0,Full-time,Mid-Senior level
Relationship Manager - Wholesale Banking Group,"Chennai, Tamil Nadu, India",ICICI Bank,On-site,"About the job Location: Chennai/Bangalore/Mumbai Job Description –Relationship Manager – Wholesale Banking Group Background: The Wholesale Banking Group is responsible for maintaining relationships with and servicing large and mid-corporates with turnover ranging above ` 2.5 billion p.a. It provides end-to-end banking solutions across the financial spectrum ranging from transaction banking solutions, term loans, treasury and risk management solutions, structured products, M&A advisory and investment banking in collaboration with multiple product groups. It is also responsible for appraisal and monitoring of credit limits. Purpose of the Job: Relationship manager is responsible for credit appraisal of the corporates and client servicing. An RM is responsible for execution of end to end set processes such as financial analysis, note making, documentation etc. for the transactions under the guidance of the Senior Relationship Manager/ Regional Head. RM also assists the Senior Relationship Manager/ Regional Head in Client servicing and portfolio management. RM is also responsible to understand & cross-sell retail liability & asset products to clients. RM is also responsible for generating new leads under the guidance of Senior Relationship Manager/ Regional Head. Reports to : Senior Relationship Manager/ Regional Head Key deliverables: Credit Appraisal –Relationship manager is expected to understand in detail the client’s business, financials and prepare quality appraisal note in collaboration with Risk Management team. Documentation – RM facilitates disbursement of funds once sanction is in place through coordination with various internal groups. RM is also expected to complete post-disbursement documentation activities in coordination with control groups such as Legal, Compliance, Credit Middle Office. Portfolio management Assist the Senior Relationship Manager/ Regional Head in managing a high quality portfolio of corporate clients Support the Senior Relationship Manager/ Regional Head in achieving business targets, acquiring and onboarding new clients Understand & cross-sell various retail asset & liability products to capture entire ecosystem of corporate client",1.0,200,14.0,2918403.0,10001.0,200000.0,Full-time,Mid-Senior level
Senior Test Automation Engineer,"Thane, Maharashtra, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. We are currently looking for a remote Senior Test Automation Engineer with 3+ years of experience in automated testing in JavaScript to join our team. The customer is a computer software company that provides marketing automation software and delivers solutions. The main pool of tasks is associated with all kinds of testing activities on the project with focus on test automation. Responsibilities Review and analyze automated tests resultsCreate, update and fix automated testsDevelop and improve test automation frameworkSet up automated tests runsAnalyze requirementsCreate test documentationPerform different types of testing for mobile application on iOS and AndroidPerform different types of testing for web applicationParticipate in meetings with the customer Requirements 3+ years of experience in automated testingGood command of JavaScriptNode.js knowledgePrior experience with WebdriverIO, CucumberTeamCity/Jenkins skillsGitHub knowledgeClear understanding of GraphQLEnglish level - B1 Nice to have Experience in mobile automation testing We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,1,3.0,450820.0,1001.0,5000.0,Full-time,Mid-Senior level
Senior Automation Tester,"Visakhapatnam, Andhra Pradesh, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. We are currently looking for a remote Senior Automation Tester in JS to join the global team. The customer is a luxury fashion establishment (London, England). They design and distribute clothes, leather goods, footwear, fashion accessories, eyewear, fragrances, and cosmetics. Responsibilities Improve and follow existing test strategyCoordinate performance, security and automation testing processes, communicate test results to the clientCreate and update test documentation (tests scripts, reports, etc.)Functional testing/requirements analysesAPI testing Requirements 3+ years of experience as an Automation Tester in JSREST API experienceExperience with component, integration, and unit testingExperience in Agile environment Nice to have E-com experience is a plusUnderstanding of microservices approach (AWS Cloud) is a plusUnderstanding SaaS environment is a plus We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,450833.0,1001.0,5000.0,Full-time,Mid-Senior level
Lead Java Software Engineer,"Visakhapatnam, Andhra Pradesh, India",EPAM Anywhere,Remote,"About the job We are looking for Java developers with strong knowledge AWS or react/only. We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. We are currently looking for a remote Lead Software Engineer with 5+ years of Java experience, Spring boot experience and experience in a microservice environment to join our team. The client is an international provider of sports betting and casino games, headquartered in St. Julian's, Malta. The company also has branches in Germany, Austria, Croatia, Gibraltar, and Colombia. Responsibilities Contribute in all phases of the development lifecycleWrite well designed, testable, efficient codeEnsure designs are in compliance with specificationsPrepare and produce releases of software componentsSupport continuous improvement by investigating alternatives and technologies and presenting these for architectural review Requirements Strong Java Core knowledgeSpring boot experienceExperience in microservice environmentGood EngX/clean code sense1+ year of relevant leadership experienceProficient English (written and spoken) B2 Nice to have AWS/K8s experienceKafka knowledgeWorking in a distributed service We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,450833.0,1001.0,5000.0,Full-time,Mid-Senior level
Customer Service Associate II,"Gurugram, Haryana, India",Jobs for Humanity,On-site,"About the job Company Description Jobs for Humanity is dedicated to building an inclusive and just employment ecosystem. Therefore, we have dedicated this job posting to individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf of Hard of Hearing Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. If you identify with any of the following communities do not hesitate to register. Company Name: FIS Global Job Description Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : General Equivalency DiplomaGENERAL DUTIES & RESPONSIBILITIES Provides customer support by phone, email or instant message to consumers. Serves as primary contact for inbound customer issues. Escalates more technical product-related issues to proper Product Support department. Processes a high volume of consumer inquiries of FIS products and services and resolves a targeted percentage of those inquiries. Troubleshoots customer problems, identifies root cause of problem and uses tool and resources appropriately to determine how to resolve customer problems. When unable to resolve problems in a reasonable amount of time, will escalate to appropriate resource. Follows up on escalated issues with coaching and mentoring to learn appropriate solution and expand overall knowledge. Tracks and documents inbound support requests and ensures proper notation of customer problems or issues. Updates customer information and ensures accurate entry of contact information. Meets standards of job, such as quality standards, adherence to schedule and average handle time. May provide guidance and/or mentoring to less experienced Customer Service Associates - Consumer. Other related duties assigned as needed. EDUCATION REQUIREMENTS High school diploma or GED GENERAL KNOWLEDGE, SKILLS & ABILITIES Knowledge of the company’s products, services and business operations to enable resolution of customer inquiries Excellent customer service skills that build high levels of customer satisfaction Excellent verbal and written communication skills Computer navigation and operation skills Demonstrates effective people skills and sensitivities when dealing with others Ability to work both independently and in a team environment FIS JOB LEVEL DESCRIPTION Developing support role. Moderate skills with high level of proficiency. Responds to a high volume of inquiries about FIS’s products and services. Questions and issues are predominantly routine but associate must be able to deviate from standard scripts and procedures as needed. Is able to effectively calm upset customers and end a negative situation positively. May coach and share information with professionals with less experience and/or expertise. Works under close to general supervision with little latitude for independent judgment. May consult with senior peers and team leads to learn through experience. Typically requires two or more years of experience in a call center or customer service-related job in a service industry. One or more years financial services experience is preferable. Privacy Statement FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice. Sourcing Model Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company. #pridepass",3.0,2,1.0,7519.0,11.0,50.0,Full-time,Mid-Senior level
Lead Salesforce Developer,"Delhi, India",Aakash Educational Services Limited,Hybrid,"About the job About Us- About Aakash BYJU’S Technology Innovation Lab - Aakash BYJU’S - India’s trusted name in test preparation, offers the best of classroom and online learning experience, thereby giving students an extra edge. We help to prepare students for medical and engineering entrance exams such as National Eligibility Cum Entrance Test (NEET), Joint Entrance Examination (JEE - Main & Advanced), and school/ board examinations including scholarship exams such as NTSE, KVPY, and Olympiads. Are you passionate about transforming the field of education as we know it? The way education is imparted has been disrupted massively due to forces such as ed-tech digital revolution, the advancement in artificial intelligence technology and the pandemic. Given the rapid pace of transformation, the vision of the Technology Innovation Lab at Aakash BYJUs is to make the education of the future a reality. The Technology Innovation Lab aims to leverage state-of-the-art technologies to develop industry-defining bleeding-edge solutions for a student-first world-class hybrid learning experience.This involves -● Reimagining and conceptualizing how education will be imparted in the future in the omni-channel and immersive learning environment● Building data platforms such as Power BI dashboards to facilitate students, parents, teachers and the business● Creating applications to support the futuristic tech-enabled smart classrooms● Conceptualizing and developing mobile and web applications for seamless customer experience● Developing Internet of Things (IoT) driven integrations into applications to build futuristic learning experience● Leveraging Artificial Intelligence (AI) and Machine Learning (ML) to identity interventions to boost student performance. Aakash Advantage· 33 years of providing comprehensive and result-oriented test preparation· 275+ centers across India to help you prepare in your city· 3000+ expert faculty to teach, mentor and guide you· 85000+ Rankers in NEET & JEE BYJU’S Edge· World’s largest education technology company with over 10 crore students· Conceptual clarity through high quality videos· Cutting-edge technology to help you practice and prepare betterPutting students first and continuously striving to meet their needs is core to Aakash BYJU’S. We are on a mission to build an omni-channel learning offering that will catapult the test-prep experience to the next level and help build India’s largest education company. Roles & responsibilities: - Architect optimized salesforce solutions - Design, code, unit test, performance test and support Salesforce.com application and integrations - Mentor team for best coding practices, review code written by team, ensure that only optimized code is deployed to production - Excellent hands-on with LWC (Lightning Web Components), Events, PubSub Model, Aura PubSub Model, Component Life Cycle, Using Public Properties, Wire methods, Usage of Apex Classes with Wire and imperative Calls - Implementation knowledge of LDS in both LWC and Aura Components - Expert in Lightning Aura Components, VisualForce pages, Apex Classes, Apex Triggers, Batch Apex, Test Classes, Components, Custom Settings, Workflow, Inbound/Outbound Services in both Web Services and REST API, creation of Mock Test Classes for HttpCallout classes, WebService Call Out classes - Proficient in debugging and using tools like Postman and SOAPUI for Integration - Fluent in querying Salesforce database using SOQL & SOSL queries Skills and Qualifications : - At least 5 years of solid Salesforce development experience, along with experience in architecting salesforce solutions and leading team of 3-4 salesforce developers - Experience in Agile development methodologies - Detail-oriented, organized, and possess good writing and communication skills - Ability to proactively drive things, and with a sense of responsibility & ownership, in a fast-paced, deadline driven environment. What We Offer- As a technology professional in Aakash BYJU’s Technology Innovation Lab we offer you an opportunity to -● Become a pioneer of the education of the future by reimagining and building innovative solutions for the Ed-tech industry leading hybrid learning experience● Be a force of technological disruption as a part of a passionate and high growth team on an exciting endeavor to transform the education industry● Innovate and challenge the status quo with the backing of BYJUs, the largest Ed-tech company in the world● Belong to an upbeat, flexible and relaxed work culture with a specific focus on collaboration● Craft an excellent career at Aakash BYJUs through a broad realm of career tracks and opportunities● Excel in your chosen stream and become a renowned technologist in the Ed-tech industry with heavy investment from the business into your learning, exposure and growth● Have a highly competitive compensation and benefits package. If this excites you, we might have the perfect opportunity for you in the world’s most valued Ed-tech company , share resume at bhumikabisht@aesl.in",1.0,24,2.0,111863.0,1001.0,5000.0,Full-time,Mid-Senior level
Senior Automation Tester,"Visakhapatnam, Andhra Pradesh, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. We’re looking for a Senior Automation Tester to work on projects for enterprise-level customers and collaborate with best-in-class engineering and design teams. Responsibilities Automation test case creation and executionExtending and maintaining the existing testing frameworkBugs reporting and bug fix verificationInteracting with other distributed teams of this product Requirements 3+ years of experience in automated testingExperience using JavaScript, WebDriver or any other automation toolsUnderstanding of functional testing principlesEnglish level: Intermediate+ (B1+)Excellent communication skills Nice to have Experience in web services automated testing (REST API)Experience in building from scratch or/and extending of automation testing frameworks We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,450841.0,1001.0,5000.0,Full-time,Mid-Senior level
Business Analyst,"Pune, Maharashtra, India",Bitwise India,Hybrid,"About the job Expereince : 7 to 11 years Only Immediate to 30 days Joiners Preferred. Mandatory Skills : BA , ISO8583, Card processing, Unix, SQL Job Description : Essentials: • 7+ years' experience as BA or System Analyst with progression towards BA. • Good knowledge of Payment Industry. Must have the knowledge of ISO8583 Transactions Processing. • Should have hands-on knowledge of VTS, Fastest and Mastercard Simulator tools. • Excellent written and Verbal communication Skills. • Ability to comprehend the business requirements from internal/external clients. • Experience in creating functional design documents, business specifications and test cases. • Good understanding of business/process flows. Good knowledge of SQL • Commitment to excellence, work to provide best customer experience, Excellent Presentation and customer service skills • Experience in Agile Methodologies: Solid experience as Agile SCRUM Master or Product Owner. • Experience in managing team and a communication with on site as well as different stake holders. • IT Project Experience (Agile SCRUM is required). This should include various Matrix and reports preparations and documentations and stake holder management. • Should have at least 2+ years of Team handling experience • Good understanding of Unix and SQL programming Language is preferred. • Adaptability, portray a positive attitude, Flexible, Multitask orientated. • Accept guidance, listen well and utilize information. • Ability to think outside the box, ability to identify the risks from the business design. • Effective in collaboration, time management and team skills • Ensure high productivity and capacity utilization of the team. BE/B Tech/MCA/M Tech, preferably MBA Personal Skills: • Excellent in oral and written communication skills. • Ability to understand business need and translate into technology solutions. • Strong research and problem resolution skills • Strong Team Player, with good time management, interpersonal & presentation skills. • Understands external and internal customer expectations • Articulate Technical solutions in language understood by business users. • Good listening skills • Go Getter attitude to handle challenging development tasks.",0.0,197,1.0,14091.0,1001.0,5000.0,Full-time,Mid-Senior level
Business Analyst,"Bengaluru, Karnataka, India",Prodapt,On-site,"About the job JD:-Salary Budget: 3.13LPALocation: Manyta Tech Park, Hebbal,BangaloreRoles:-Bachelor’s Degree with 2+ years of previous experienceStrong knowledge of MS Office/ MS Excel and MS Access applicationsGood problem solving skills.Good communications, administrative and organizational skillsAbility to use various information sources to answer questions, identify problems and appropriately resolve issuesExcellent verbal and written communication skills, including listening and negotiating.Support to Build strong partnerships and collaborate across business and technical teams in day to day work to improve results.The above job does not require any coding skills.",0.0,181,50.0,64448.0,5001.0,10000.0,Full-time,Executive
Senior Business Analyst,"Bengaluru, Karnataka, India",Gameskraft,On-site,"About the job About Gameskraft Established in 2017, Gameskraft has become one of India’s fastest-growing companies. We are building the world's most-loved online gaming ecosystem, one game at a time. Started by a group of passionate gamers, we have grown from a small team of 5-6 members to a large family of 600+ Krafters, working out of our office in Prestige Tech Park, Bangalore. Our short-term success lies in the fact that we strive to focus on building a safe, secure, and responsible gaming environment for everyone. Our vision is to create unmatched experiences every day and everywhere. We set the highest benchmarks in the industry in terms of design, technology, and intuitiveness. We are the industry’s only ISO 27001 and ISO 9001 certified company. Job Description: Senior Business Analyst The Business Analyst role is one of the most crucial roles in any organization and so is it in Gameskraft. This role offers taking initiatives, dealing with challenging problems, finding insights from existing data and presenting it through power of data visualization What you'll do ● You’ll be a part of revenue/business function and will deal with key data sets like revenue trends, arpu, retention, reactivation, user cohorts, new vs old user etc. ● You’ll be involved in solving complex business problems which will have a direct impact on the growth of the company. ● Solving these problems, will involve data analysis, insights generation using tools like SQL, Python, Tableau, Excel etc. ● You’ll be involved in multiple cycles of data analysis – forming an initial hypothesis, extracting, analyzing, dissecting that data as per the hypothesis, presenting the insights in a crisp actionable manner; and then keep re-iterating the whole process till you reach the conclusion ● You’ll also be responsible for fixing data issues in coordination with data engineering teamand conducting root cause analysis. ● You’ll also get a chance to coordinate and interact with multiple stakeholders from product, marketing and Cx teams What you will bring Well, apart from a few cookies every day, it’d be great if you come with these ● Bachelor's degree in Engineering, Operations Research, Maths, or related discipline ● 3-5 yrs. experience in the data analytics domain preferably for a product-oriented company. ● Candidate needs to exhibit structured thinking and strong analytical skills ● Hands-on experience on data manipulation tools like SQL, R, Python, Excel etc. ● Exposure to visualization tools like Tableau, Power BI etc What can you expect? Work Culture ● A true startup culture - young, fast paced, where you are driven by personal ownership of solving challenges that help you grow fast ● Focus on innovation, data orientation, being results driven, taking on big goals, and adapting fast ● A high performance, meritocratic environment, where we share ideas, debate, and grow together with each new product ● Massive and direct impact on the work you do. Growth through solving dynamic challenges Leveraging technology & analytics to solve large scale challenges ● Working with cross functional teams to create great products and take them to market ● Rub shoulders with some of the brightest & most passionate people in the gaming & consumer internet industry",0.0,99,6.0,30279.0,501.0,1000.0,Full-time,Mid-Senior level
Infinity QS Business Analyst,India,Tata Consultancy Services,Remote,"About the job The ideal candidate is a team player who will be responsible for working with company data in various business areas. Specific responsibilities include reporting metrics, analyzing methodologies, suggesting operation improvements, and building proposal evaluations in a cross-functional environment. Relevant Experience - 6 years Technical/Functional Skills -• Minimum 6 years of experience in InfinityQS systems• Experienced in implementing and monitoring Statistical Process Control with tools preferably InfinityQS• Experienced with SQl/Oracle/Linux/Windows Servers• Designed and implemented Data integration across multiple systems• Worked in Data collection and maintenance from machine integrated systems• Worked in projects that enabled implementation Data Management for Factory Plants• Good Domain knowledge and experience with Factory Support and Services• Infinity QS experience for implementing and maintaining SPC• Experience in Data diagnosis and analytics by extending PS system components• Experience in creating real time data grouping for reporting and monitoring• Implementation of various productivity improvement with process optimization and application automation for leading aerospace/automotive customers• On premises support, troubleshooting abilities• Knowledge on IIOT Roles & Responsibilities -• Define and maintain Data from all required system available in factory ranging from legacy, proprietary, remote, machine integrated, mobile, and IIoT systems• Interfaces configuration and installation• Deploy and maintain PI Access suites (ODBC, OLEDB, JDBC, WebService)• Enable and maintain Contextualization of Data with hierarchies• Implement data flow across modules, Define and Generate Data reports• Implementing and maintenance the SPC Systems • Establish and maintain local procedures and training manuals of SPC systems• Regular verification of SPC effectiveness via audit and analysis of process capabilities, process stability• Identify patterns and replicate best practices.• Ability to analyze, troubleshoot and resolve technical queries• Perform PoC on alternate solutions and applications• Passion for technology and can navigate his/her way across complex and niche developments happening over the applications used by staying on informed of latest trends and by sharing knowledge.• Strong communication skills and technical expertise to drive and participate in meaningful discussions• proactively collaborate with customer, understand & analyze requirements, map customer’s business operations• proactively recommend customer on requirements, challenges, etc. collaborate with offshore team, explain, and transform requirement to functional specifications, Train technical team on new requirements. • Understanding project requirements to architect iQS Solution• Documenting application development processes, procedures, and standards etc. Generic Managerial Skills -1. Requirement Management2. New CR and requirement analysis 3. Transform business requirement into functional specifications4. High level planning5. Excellent Communication Skills6. Excellent presentation skills7. Risk Management",1.0,200,10080.0,11921776.0,10001.0,200000.0,Full-time,Associate
Hiring Business Analyst cum PM Experience!!!,"Hyderabad, Telangana, India",Virtusa,Hybrid,"About the job 8+ years of experience in Business Analysis and Project Management for large scale development projects in IT.Well versed with the Agile development methodology.Must have a CSM certification.Good Experience in Requirements Gathering, Story grooming.Should be able to engage the stakeholders on the Agile development methodology.Must have experience working with technology/ delivering a digital product.Must be very confident talking to senior stakeholders, good communication skills.Should be able coordinate between the offshore and onsite teams.Very good in tracking the deliverables, skilled in risk management and mitigation.",0.0,200,412.0,781991.0,10001.0,200000.0,Full-time,Mid-Senior level
